Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-02
Time (HH:MM:SS):	17:50:13
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           67 	
        2	           58 	
        3	           53 	
        4	           70 	
        5	           61 	
        6	           75 	
        7	           61 	
        8	           64 	
        9	           55 	
       10	           63 	
       11	           70 	
       12	           65 	
       13	           70 	
       14	           66 	
       15	           73 	
       16	           70 	
       17	           73 	
       18	           75 	
       19	           51 	
       20	           62 	
       21	           69 	
       22	           56 	
       23	           82 	
       24	           51 	
       25	           72 	
       26	           63 	
       27	           64 	
       28	           59 	
       29	           76 	
       30	           73 	
       31	           67 	
       32	           80 	
       33	           62 	
       34	           73 	
       35	           76 	
       36	           71 	
       37	           68 	
       38	           74 	
       39	           66 	
       40	           66 	
       41	           64 	
       42	           52 	
       43	           81 	
       44	           69 	
       45	           67 	
       46	           66 	
       47	           65 	
       48	           62 	
       49	           66 	
       50	           69 	
       51	           76 	
       52	           54 	
       53	           66 	
       54	           66 	
       55	           58 	
       56	           66 	
       57	           72 	
       58	           66 	
       59	           73 	
       60	           65 	
       61	           68 	
       62	           67 	
       63	           67 	
       64	           94 	
       65	           54 	
       66	           53 	
       67	           69 	
       68	           73 	
       69	           74 	
       70	           71 	
       71	           66 	
       72	           60 	
       73	           59 	
       74	           62 	
       75	           70 	
       76	           69 	
       77	           65 	
       78	           67 	
       79	           71 	
       80	           57 	
       81	           57 	
       82	           81 	
       83	           68 	
       84	           70 	
       85	           93 	
       86	           79 	
       87	           68 	
       88	           57 	
       89	           47 	
       90	           77 	
       91	           64 	
       92	           56 	
       93	           67 	
       94	           71 	
       95	           67 	
       96	           57 	
       97	           64 	
       98	           51 	
       99	           57 	
      100	           56 	
