Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-02
Time (HH:MM:SS):	17:42:53
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           116.3
        2	           116.3
        3	           116.3
        4	           116.3
        5	           116.3
        6	           116.3
        7	           116.3
        8	           116.3
        9	           116.3
       10	           116.3
       11	           116.3
       12	           116.3
       13	           116.3
       14	           116.3
       15	           116.3
       16	           116.3
       17	           116.3
       18	           116.3
       19	           116.3
       20	           116.3
       21	           116.3
       22	           116.3
       23	           116.3
       24	           116.3
       25	           116.3
       26	           116.3
       27	           116.3
       28	           116.3
       29	           116.3
       30	           116.3
       31	           116.3
       32	           116.3
       33	           116.3
       34	           116.3
       35	           116.3
       36	           116.3
       37	           116.3
       38	           116.3
       39	           116.3
       40	           68 	
       41	           73 	
       42	           62 	
       43	           56 	
       44	           81 	
       45	           72 	
       46	           60 	
       47	           64 	
       48	           74 	
       49	           74 	
       50	           60 	
       51	           73 	
       52	           76 	
       53	           68 	
       54	           68 	
       55	           73 	
       56	           57 	
       57	           59 	
       58	           62 	
       59	           74 	
       60	           77 	
       61	           59 	
       62	           70 	
       63	           66 	
       64	           70 	
       65	           50 	
       66	           79 	
       67	           66 	
       68	           71 	
       69	           67 	
       70	           58 	
       71	           74 	
       72	           73 	
       73	           79 	
       74	           64 	
       75	           68 	
       76	           81 	
       77	           78 	
       78	           64 	
       79	           60 	
       80	           72 	
       81	           69 	
       82	           75 	
       83	           75 	
       84	           68 	
       85	           56 	
       86	           72 	
       87	           61 	
       88	           63 	
       89	           57 	
       90	           77 	
       91	           64 	
       92	           84 	
       93	           74 	
       94	           68 	
       95	           74 	
       96	           74 	
       97	           70 	
       98	           68 	
       99	           63 	
      100	           69 	
