Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-05
Time (HH:MM:SS):	21:35:41
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           59 	
        2	           51 	
        3	           56 	
        4	           51 	
        5	           31 	
        6	           40 	
        7	           45 	
        8	           61 	
        9	           50 	
       10	           45 	
       11	           41 	
       12	           49 	
       13	           53 	
       14	           50 	
       15	           42 	
       16	           49 	
       17	           18 	
       18	           44 	
       19	           45 	
       20	           49 	
       21	           46 	
       22	           47 	
       23	           31 	
       24	           55 	
       25	           43 	
       26	           38 	
       27	           42 	
       28	           45 	
       29	           44 	
       30	           49 	
       31	           51 	
       32	           44 	
       33	           62 	
       34	           53 	
       35	           48 	
       36	           46 	
       37	           46 	
       38	           46 	
       39	           45 	
       40	           61 	
       41	           59 	
       42	           45 	
       43	           42 	
       44	           46 	
       45	           41 	
       46	           47 	
       47	           41 	
       48	           42 	
       49	           43 	
       50	           34 	
       51	           32 	
       52	            8 	
       53	           43 	
       54	           51 	
       55	           52 	
       56	           40 	
       57	           52 	
       58	           52 	
       59	           45 	
       60	           43 	
       61	           36 	
       62	           49 	
       63	           38 	
       64	           52 	
       65	           61 	
       66	           48 	
       67	           53 	
       68	           46 	
       69	           53 	
       70	           52 	
       71	           57 	
       72	           40 	
       73	           56 	
       74	           51 	
       75	           45 	
       76	           55 	
       77	           56 	
       78	           55 	
       79	           46 	
       80	           55 	
       81	           35 	
       82	           44 	
       83	           50 	
       84	           42 	
       85	           38 	
       86	           32 	
       87	           16 	
       88	           44 	
       89	           32 	
       90	           52 	
       91	           42 	
       92	           54 	
       93	           45 	
       94	           38 	
       95	           46 	
       96	           47 	
       97	           44 	
       98	           44 	
       99	           59 	
      100	           36 	
