# bins en theta = 340.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	99	99000.000
2	84	84000.000
3	102	102000.000
4	94	94000.000
5	85	85000.000
6	99	99000.000
7	94	94000.000
8	106	106000.000
9	84	84000.000
10	113	113000.000
11	108	108000.000
12	85	85000.000
13	98	98000.000
14	103	103000.000
15	102	102000.000
16	96	96000.000
17	116	116000.000
18	102	102000.000
19	114	114000.000
20	93	93000.000
21	75	75000.000
22	95	95000.000
23	97	97000.000
24	109	109000.000
25	96	96000.000
26	112	112000.000
27	100	100000.000
28	96	96000.000
29	115	115000.000
30	102	102000.000
31	111	111000.000
32	95	95000.000
33	112	112000.000
34	90	90000.000
35	111	111000.000
36	101	101000.000
37	113	113000.000
38	101	101000.000
39	91	91000.000
40	92	92000.000
41	94	94000.000
42	118	118000.000
43	91	91000.000
44	103	103000.000
45	114	114000.000
46	87	87000.000
47	96	96000.000
48	112	112000.000
49	85	85000.000
50	100	100000.000
51	108	108000.000
52	92	92000.000
53	98	98000.000
54	102	102000.000
55	103	103000.000
56	86	86000.000
57	109	109000.000
58	96	96000.000
59	89	89000.000
60	109	109000.000
61	112	112000.000
62	88	88000.000
63	104	104000.000
64	110	110000.000
65	91	91000.000
66	87	87000.000
67	109	109000.000
68	108	108000.000
69	106	106000.000
70	101	101000.000
71	86	86000.000
72	87	87000.000
73	98	98000.000
74	96	96000.000
75	103	103000.000
76	98	98000.000
77	93	93000.000
78	109	109000.000
79	103	103000.000
80	98	98000.000
81	113	113000.000
82	100	100000.000
83	96	96000.000
84	102	102000.000
85	117	117000.000
86	110	110000.000
87	94	94000.000
88	82	82000.000
89	86	86000.000
90	94	94000.000
91	91	91000.000
92	93	93000.000
93	93	93000.000
94	105	105000.000
95	100	100000.000
96	101	101000.000
97	93	93000.000
98	91	91000.000
99	101	101000.000
100	102	102000.000
101	88	88000.000
102	93	93000.000
103	101	101000.000
104	88	88000.000
105	98	98000.000
106	107	107000.000
107	104	104000.000
108	118	118000.000
109	99	99000.000
110	85	85000.000
111	91	91000.000
112	103	103000.000
113	108	108000.000
114	108	108000.000
115	80	80000.000
116	86	86000.000
117	89	89000.000
118	88	88000.000
119	95	95000.000
120	86	86000.000
121	99	99000.000
122	107	107000.000
123	92	92000.000
124	104	104000.000
125	73	73000.000
126	107	107000.000
127	99	99000.000
128	109	109000.000
129	105	105000.000
130	89	89000.000
131	114	114000.000
132	102	102000.000
133	97	97000.000
134	113	113000.000
135	99	99000.000
136	98	98000.000
137	111	111000.000
138	93	93000.000
139	97	97000.000
140	117	117000.000
141	88	88000.000
142	105	105000.000
143	101	101000.000
144	94	94000.000
145	97	97000.000
146	105	105000.000
147	97	97000.000
148	93	93000.000
149	85	85000.000
150	98	98000.000
151	83	83000.000
152	92	92000.000
153	96	96000.000
154	85	85000.000
155	96	96000.000
156	97	97000.000
157	96	96000.000
158	96	96000.000
159	90	90000.000
160	115	115000.000
161	105	105000.000
162	91	91000.000
163	90	90000.000
164	108	108000.000
165	92	92000.000
166	86	86000.000
167	94	94000.000
168	106	106000.000
169	98	98000.000
170	97	97000.000
171	101	101000.000
172	112	112000.000
173	94	94000.000
174	95	95000.000
175	86	86000.000
176	103	103000.000
177	90	90000.000
178	102	102000.000
179	83	83000.000
180	97	97000.000
181	86	86000.000
182	104	104000.000
183	95	95000.000
184	106	106000.000
185	108	108000.000
186	77	77000.000
187	94	94000.000
188	96	96000.000
189	126	126000.000
190	101	101000.000
191	92	92000.000
192	95	95000.000
193	89	89000.000
194	83	83000.000
195	100	100000.000
196	90	90000.000
197	101	101000.000
198	109	109000.000
199	96	96000.000
200	103	103000.000
201	101	101000.000
202	88	88000.000
203	103	103000.000
204	102	102000.000
205	84	84000.000
206	96	96000.000
207	111	111000.000
208	93	93000.000
209	99	99000.000
210	100	100000.000
211	98	98000.000
212	102	102000.000
213	105	105000.000
214	118	118000.000
215	76	76000.000
216	85	85000.000
217	99	99000.000
218	110	110000.000
219	105	105000.000
220	91	91000.000
221	88	88000.000
222	93	93000.000
223	109	109000.000
224	88	88000.000
225	103	103000.000
226	99	99000.000
227	106	106000.000
228	120	120000.000
229	112	112000.000
230	89	89000.000
231	99	99000.000
232	99	99000.000
233	90	90000.000
234	100	100000.000
235	107	107000.000
236	113	113000.000
237	118	118000.000
238	96	96000.000
239	92	92000.000
240	97	97000.000
241	80	80000.000
242	91	91000.000
243	93	93000.000
244	93	93000.000
245	96	96000.000
246	95	95000.000
247	109	109000.000
248	81	81000.000
249	101	101000.000
250	91	91000.000
251	107	107000.000
252	98	98000.000
253	123	123000.000
254	90	90000.000
255	108	108000.000
256	90	90000.000
257	80	80000.000
258	82	82000.000
259	100	100000.000
260	91	91000.000
261	120	120000.000
262	86	86000.000
263	81	81000.000
264	76	76000.000
265	86	86000.000
266	100	100000.000
267	97	97000.000
268	104	104000.000
269	108	108000.000
270	105	105000.000
271	104	104000.000
272	83	83000.000
273	98	98000.000
274	93	93000.000
275	97	97000.000
276	89	89000.000
277	80	80000.000
278	111	111000.000
279	128	128000.000
280	83	83000.000
281	95	95000.000
282	92	92000.000
283	88	88000.000
284	103	103000.000
285	82	82000.000
286	105	105000.000
287	108	108000.000
288	102	102000.000
289	122	122000.000
290	101	101000.000
291	119	119000.000
292	89	89000.000
293	103	103000.000
294	89	89000.000
295	111	111000.000
296	90	90000.000
297	105	105000.000
298	95	95000.000
299	114	114000.000
300	93	93000.000
301	89	89000.000
302	95	95000.000
303	86	86000.000
304	97	97000.000
305	110	110000.000
306	86	86000.000
307	109	109000.000
308	103	103000.000
309	97	97000.000
310	84	84000.000
311	102	102000.000
312	98	98000.000
313	79	79000.000
314	95	95000.000
315	107	107000.000
316	94	94000.000
317	86	86000.000
318	116	116000.000
319	109	109000.000
320	91	91000.000
321	85	85000.000
322	78	78000.000
323	85	85000.000
324	91	91000.000
325	101	101000.000
326	94	94000.000
327	98	98000.000
328	100	100000.000
329	91	91000.000
330	103	103000.000
331	104	104000.000
332	97	97000.000
333	80	80000.000
334	85	85000.000
335	103	103000.000
336	97	97000.000
337	95	95000.000
338	85	85000.000
339	87	87000.000
340	98	98000.000
341	98	98000.000
342	83	83000.000
343	112	112000.000
344	90	90000.000
345	85	85000.000
346	93	93000.000
347	92	92000.000
348	94	94000.000
349	98	98000.000
350	106	106000.000
351	88	88000.000
352	103	103000.000
353	103	103000.000
354	111	111000.000
355	86	86000.000
356	104	104000.000
357	94	94000.000
358	89	89000.000
359	90	90000.000
360	92	92000.000
361	97	97000.000
362	87	87000.000
363	96	96000.000
364	91	91000.000
365	118	118000.000
366	89	89000.000
367	106	106000.000
368	87	87000.000
369	101	101000.000
370	115	115000.000
371	88	88000.000
372	85	85000.000
373	75	75000.000
374	84	84000.000
375	112	112000.000
376	109	109000.000
377	89	89000.000
378	103	103000.000
379	101	101000.000
380	112	112000.000
381	100	100000.000
382	107	107000.000
383	94	94000.000
384	92	92000.000
385	107	107000.000
386	90	90000.000
387	84	84000.000
388	111	111000.000
389	107	107000.000
390	83	83000.000
391	86	86000.000
392	95	95000.000
393	96	96000.000
394	97	97000.000
395	111	111000.000
396	106	106000.000
397	81	81000.000
398	63	63000.000
399	73	73000.000
400	96	96000.000
401	115	115000.000
402	105	105000.000
403	105	105000.000
404	109	109000.000
405	100	100000.000
406	94	94000.000
407	90	90000.000
408	96	96000.000
409	104	104000.000
410	104	104000.000
411	93	93000.000
412	115	115000.000
413	91	91000.000
414	81	81000.000
415	95	95000.000
416	109	109000.000
417	81	81000.000
418	95	95000.000
419	84	84000.000
420	92	92000.000
421	107	107000.000
422	92	92000.000
423	107	107000.000
424	100	100000.000
425	94	94000.000
426	93	93000.000
427	94	94000.000
428	87	87000.000
429	100	100000.000
430	88	88000.000
431	89	89000.000
432	101	101000.000
433	97	97000.000
434	86	86000.000
435	92	92000.000
436	97	97000.000
437	101	101000.000
438	101	101000.000
439	101	101000.000
440	133	133000.000
441	83	83000.000
442	113	113000.000
443	74	74000.000
444	90	90000.000
445	93	93000.000
446	98	98000.000
447	83	83000.000
448	79	79000.000
449	98	98000.000
450	94	94000.000
451	88	88000.000
452	88	88000.000
453	93	93000.000
454	108	108000.000
455	101	101000.000
456	117	117000.000
457	83	83000.000
458	77	77000.000
459	103	103000.000
460	87	87000.000
461	98	98000.000
462	91	91000.000
463	115	115000.000
464	115	115000.000
465	87	87000.000
466	78	78000.000
467	83	83000.000
468	89	89000.000
469	109	109000.000
470	125	125000.000
471	96	96000.000
472	103	103000.000
473	88	88000.000
474	94	94000.000
475	84	84000.000
476	109	109000.000
477	116	116000.000
478	95	95000.000
479	121	121000.000
480	99	99000.000
481	104	104000.000
482	92	92000.000
483	101	101000.000
484	84	84000.000
485	96	96000.000
486	97	97000.000
487	100	100000.000
488	84	84000.000
489	99	99000.000
490	89	89000.000
491	89	89000.000
492	105	105000.000
493	92	92000.000
494	94	94000.000
495	99	99000.000
496	104	104000.000
497	76	76000.000
498	101	101000.000
499	95	95000.000
500	96	96000.000
501	94	94000.000
502	107	107000.000
503	96	96000.000
504	108	108000.000
505	93	93000.000
506	77	77000.000
507	126	126000.000
508	90	90000.000
509	83	83000.000
510	95	95000.000
511	107	107000.000
512	90	90000.000
513	90	90000.000
514	97	97000.000
515	109	109000.000
