Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2025-09-05
Time (HH:MM:SS):	21:04:26
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	1
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	5000
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           11 	
        2	           10 	
        3	           12 	
        4	           18 	
        5	            8 	
        6	            8 	
        7	            8 	
        8	           10 	
        9	            8 	
       10	           13 	
       11	           14 	
       12	           10 	
       13	            8 	
       14	           16 	
       15	           16 	
       16	           10 	
       17	            9 	
       18	            9 	
       19	           11 	
       20	           12 	
       21	            9 	
       22	           13 	
       23	           11 	
       24	           12 	
       25	            9 	
       26	           10 	
       27	            7 	
       28	            7 	
       29	            8 	
       30	            7 	
       31	           12 	
       32	           11 	
       33	            7 	
       34	            7 	
       35	           14 	
       36	            8 	
       37	           13 	
       38	            9 	
       39	            8 	
       40	           14 	
       41	           10 	
       42	           12 	
       43	           14 	
       44	           12 	
       45	           14 	
       46	            7 	
       47	           13 	
       48	           10 	
       49	           17 	
       50	            8 	
       51	            9 	
       52	           18 	
       53	            9 	
       54	            8 	
       55	           12 	
       56	           13 	
       57	           16 	
       58	           15 	
       59	            9 	
       60	           15 	
       61	            9 	
       62	           10 	
       63	            5 	
       64	           10 	
       65	           10 	
       66	            8 	
       67	           12 	
       68	           10 	
       69	            9 	
       70	           10 	
       71	           12 	
       72	           11 	
       73	            9 	
       74	           14 	
       75	           14 	
       76	            9 	
       77	           12 	
       78	           21 	
       79	            8 	
       80	           14 	
       81	           14 	
       82	           12 	
       83	           12 	
       84	           14 	
       85	           10 	
       86	           14 	
       87	           17 	
       88	            6 	
       89	            9 	
       90	           10 	
       91	           12 	
       92	            9 	
       93	           15 	
       94	            2 	
       95	           15 	
       96	           13 	
       97	           13 	
       98	            8 	
       99	           17 	
      100	            9 	
      101	           11 	
      102	            8 	
      103	           12 	
      104	           11 	
      105	           11 	
      106	           11 	
      107	           12 	
      108	            9 	
      109	           11 	
      110	           13 	
      111	            7 	
      112	           11 	
      113	           16 	
      114	            9 	
