Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2025-09-05
Time (HH:MM:SS):	22:30:28
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	1
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	5000
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           15 	
        2	           13 	
        3	           14 	
        4	           13 	
        5	            9 	
        6	           15 	
        7	           10 	
        8	           13 	
        9	           15 	
       10	           12 	
       11	            9 	
       12	           12 	
       13	           11 	
       14	            7 	
       15	           14 	
       16	           10 	
       17	           12 	
       18	           13 	
       19	            8 	
       20	           19 	
       21	           10 	
       22	           13 	
       23	           16 	
       24	           10 	
       25	           11 	
       26	           11 	
       27	           18 	
       28	           13 	
       29	           11 	
       30	           11 	
       31	           16 	
       32	           16 	
       33	           15 	
       34	            8 	
       35	           17 	
       36	            6 	
       37	            8 	
       38	           10 	
       39	            9 	
       40	           14 	
       41	           14 	
       42	           10 	
       43	           18 	
       44	           13 	
       45	           14 	
       46	           14 	
       47	            9 	
       48	           13 	
       49	            8 	
       50	            9 	
       51	           10 	
       52	            9 	
       53	           13 	
       54	           18 	
       55	           13 	
       56	           12 	
       57	           16 	
       58	           13 	
       59	           16 	
       60	            5 	
       61	           13 	
       62	            8 	
       63	            9 	
       64	           12 	
       65	           11 	
       66	           13 	
       67	           10 	
       68	           15 	
       69	           11 	
       70	           13 	
       71	           12 	
       72	           12 	
       73	           11 	
       74	           13 	
       75	           20 	
       76	           12 	
       77	           13 	
       78	           13 	
       79	           11 	
       80	           10 	
       81	           15 	
       82	           13 	
       83	            9 	
       84	           12 	
       85	           19 	
       86	           12 	
       87	           11 	
       88	           12 	
       89	           12 	
       90	            8 	
       91	            7 	
       92	           11 	
       93	           14 	
       94	           12 	
       95	           13 	
       96	           10 	
       97	           14 	
       98	           12 	
       99	           10 	
      100	           11 	
      101	            8 	
      102	           16 	
      103	           15 	
      104	           14 	
      105	           12 	
      106	           14 	
      107	           13 	
      108	           12 	
      109	           15 	
      110	           11 	
      111	           12 	
      112	           16 	
      113	            7 	
      114	           13 	
      115	           10 	
      116	           17 	
      117	           16 	
      118	           12 	
      119	           11 	
      120	           12 	
      121	           13 	
      122	           16 	
      123	           13 	
      124	           17 	
      125	           10 	
      126	           14 	
      127	            9 	
      128	           12 	
      129	           17 	
      130	           12 	
      131	            6 	
      132	           15 	
      133	           16 	
      134	            5 	
      135	            8 	
      136	            8 	
      137	           11 	
      138	           14 	
      139	           12 	
      140	           11 	
      141	           16 	
      142	            8 	
      143	           18 	
      144	           12 	
      145	           10 	
      146	           10 	
      147	           14 	
      148	           10 	
      149	           10 	
      150	           19 	
      151	           16 	
      152	           20 	
      153	           21 	
      154	            3 	
      155	            8 	
      156	           10 	
      157	           12 	
      158	            8 	
      159	           15 	
      160	            8 	
      161	            5 	
      162	           14 	
      163	           11 	
      164	           14 	
      165	            7 	
      166	           15 	
      167	           12 	
      168	           11 	
      169	           17 	
      170	            7 	
      171	            9 	
      172	           15 	
      173	           15 	
      174	           12 	
      175	           14 	
      176	           14 	
      177	           12 	
      178	           12 	
      179	           14 	
      180	           17 	
      181	            9 	
      182	            9 	
      183	           11 	
      184	           17 	
      185	           16 	
      186	           11 	
      187	            8 	
      188	           12 	
      189	           13 	
      190	            7 	
      191	           19 	
      192	           12 	
      193	           12 	
      194	           11 	
      195	           16 	
      196	           14 	
      197	            9 	
      198	           10 	
      199	           15 	
      200	           12 	
      201	           16 	
      202	           15 	
      203	           12 	
      204	           12 	
      205	           13 	
      206	            8 	
      207	           12 	
      208	           23 	
      209	           14 	
      210	            9 	
      211	           11 	
      212	           14 	
      213	            8 	
      214	           13 	
      215	           14 	
      216	           15 	
      217	           10 	
      218	           12 	
      219	           10 	
      220	           10 	
      221	           13 	
      222	           11 	
      223	           12 	
      224	           10 	
      225	            9 	
      226	            9 	
      227	           15 	
      228	           10 	
      229	           11 	
      230	           12 	
      231	            9 	
      232	           17 	
      233	           18 	
      234	           19 	
      235	            6 	
      236	           14 	
      237	           15 	
      238	           12 	
      239	           19 	
      240	            9 	
      241	            7 	
      242	           12 	
      243	           14 	
      244	           13 	
      245	            8 	
      246	            8 	
      247	           16 	
      248	           15 	
      249	           10 	
      250	            6 	
      251	            8 	
      252	           15 	
      253	           12 	
      254	           11 	
      255	           11 	
      256	           16 	
      257	           15 	
      258	           10 	
      259	           15 	
      260	            9 	
      261	            7 	
      262	           11 	
      263	           16 	
      264	           13 	
      265	           17 	
      266	            9 	
      267	            9 	
      268	           12 	
      269	           11 	
      270	           10 	
      271	           15 	
      272	           13 	
      273	           14 	
      274	           12 	
      275	           10 	
      276	           11 	
      277	           11 	
      278	           15 	
      279	            7 	
      280	           11 	
      281	           12 	
      282	           11 	
      283	            7 	
      284	           18 	
      285	           21 	
      286	           10 	
      287	            9 	
      288	           15 	
      289	           10 	
      290	           12 	
      291	            8 	
      292	           14 	
      293	           11 	
      294	            9 	
      295	           14 	
      296	           11 	
      297	           10 	
      298	           12 	
      299	           11 	
      300	           13 	
      301	           17 	
      302	            7 	
      303	           12 	
      304	           13 	
      305	           11 	
      306	            9 	
      307	           15 	
      308	           14 	
      309	           19 	
      310	           10 	
      311	            7 	
      312	           11 	
      313	           12 	
      314	            9 	
      315	           15 	
      316	            9 	
      317	           16 	
      318	           17 	
      319	           16 	
      320	           25 	
      321	           11 	
      322	           17 	
      323	            9 	
      324	           10 	
      325	           16 	
      326	            8 	
      327	           16 	
      328	           12 	
      329	           12 	
      330	           10 	
      331	            9 	
      332	           16 	
      333	           11 	
      334	           14 	
      335	           10 	
      336	           13 	
      337	           18 	
      338	           18 	
      339	           19 	
      340	           14 	
      341	           13 	
      342	           16 	
      343	           10 	
      344	           13 	
      345	           12 	
      346	           15 	
      347	            7 	
      348	            7 	
      349	            9 	
      350	           17 	
      351	           13 	
      352	           13 	
      353	           11 	
      354	            7 	
      355	           20 	
      356	           13 	
      357	           15 	
      358	            7 	
      359	           20 	
      360	           13 	
      361	           10 	
      362	           10 	
      363	           16 	
